URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
133,https://insights.blackcoffer.com/traceability-of-information-master-your-data-capital/,0.097,0.061,0.227846659,0.000223796,17.65,0.446175637,7.238470255,17.65,315,706,2.699716714,104,8.101983003
134,https://insights.blackcoffer.com/bank-risk-management-india/,0.107,0.061,0.273807894,0.000185841,16.43636364,0.372787611,6.723660499,16.43636364,337,904,2.244469027,110,7.028761062
135,https://insights.blackcoffer.com/advance-analytics-for-refocusing-profits/,0.205,0.042,0.659916357,0.000369208,11.15,0.436472347,4.634588939,11.15,292,669,2.417040359,84,7.529147982
136,https://insights.blackcoffer.com/role-of-big-data-analytics-banking-and-finance/,0.115,0.045,0.437497266,0.000363636,16.2962963,0.390909091,6.674882155,16.2962963,172,440,2.361363636,62,7.070454545
137,https://insights.blackcoffer.com/mitigating-bank-risk-management/,0.106,0.075,0.171269772,0.000138168,18.98550725,0.354198473,7.735882288,18.98550725,464,1310,2.280916031,168,6.987022901
138,https://insights.blackcoffer.com/future-of-bank-risk-management/,0.119,0.125,-0.024590063,0.000622449,11.52941176,0.37244898,4.760744298,11.52941176,146,392,2.303571429,50,7.227040816
139,https://insights.blackcoffer.com/advanced-analytics-redefining-banking/,0.135,0.025,0.687495703,0.000205392,14.98076923,0.38254172,6.14532438,14.98076923,298,779,2.279845956,169,7.284980745
140,https://insights.blackcoffer.com/marketing-analytics-needs/,0.158,0.005,0.938644548,0.000219381,12.18032787,0.480484522,5.064324956,12.18032787,357,743,2.555854643,125,7.849259758
141,https://insights.blackcoffer.com/big-data-analytics-to-bring-transparency-and-good-governance/,0.14,0.043,0.530051748,0.000384454,16.4137931,0.464285714,6.751231527,16.4137931,221,476,2.569327731,84,7.661764706
142,https://insights.blackcoffer.com/how-political-leaders-will-shape-tomorrow-using-big-data-analytics/,0.149,0.042,0.560206491,0.000347273,16.66666667,0.425454545,6.836848485,16.66666667,234,550,2.516363636,91,7.625454545
143,https://insights.blackcoffer.com/big-data-and-analytics-to-help-form-political-leaders-win-election/,0.12,0.044,0.463411808,0.000350427,11.41463415,0.391025641,4.722263915,11.41463415,183,468,2.442307692,69,7.36965812
144,https://insights.blackcoffer.com/the-emergence-of-data-analytics/,0.145,0.023,0.726186154,0.000547231,12.79166667,0.397394137,5.275624321,12.79166667,122,307,2.482084691,50,7.273615635
145,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies-2/,0.176,0.022,0.77777385,0.000242647,14.31578947,0.422794118,5.895433437,14.31578947,345,816,2.530637255,137,7.625
146,https://insights.blackcoffer.com/the-prospective-recipe-of-success-in-the-age-of-analytics/,0.113,0.029,0.59154513,0.000215805,13.16,0.509118541,5.467647416,13.16,335,658,2.560790274,136,7.779635258
147,https://insights.blackcoffer.com/using-people-analytics-to-drive-business-performance/,0.147,0.023,0.729407474,0.000498534,13.11538462,0.328445748,5.377532145,13.11538462,112,341,2.260997067,55,7.15542522
148,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies/,0.174,0.088,0.328243022,0.000445578,11.30769231,0.386054422,4.677498692,11.30769231,227,588,2.365646259,91,7.159863946
149,https://insights.blackcoffer.com/big-data-analytics-through-iot-in-oil-and-gas-industry/,0.138,0.086,0.232141821,0.000236536,14.34848485,0.400211193,5.899478417,14.34848485,379,947,2.45406547,140,7.714889124
150,https://insights.blackcoffer.com/how-big-data-and-analytics-is-helping-marketing-leaders/,0.128,0.026,0.662333361,0.000199741,11.17391304,0.460440986,4.653741612,11.17391304,355,771,2.535667964,153,7.656290532
151,https://insights.blackcoffer.com/what-analytics-outsourcing-engagement-model-is-right-for-you/,0.174,0.025,0.748739956,0.000268194,14.54901961,0.458221024,6.002896253,14.54901961,340,742,2.590296496,158,8.020215633
152,https://insights.blackcoffer.com/big-data-analytics-solving-problems-banking-and-finance-industry/,0.113,0.044,0.439487647,0.000348115,12.52777778,0.432372506,5.184060113,12.52777778,195,451,2.516629712,97,7.680709534
153,https://insights.blackcoffer.com/analytics-healthcare-industry/,0.143,0.05,0.481862788,0.000217098,15.875,0.456692913,6.532677165,15.875,406,889,2.604049494,113,7.81552306
154,https://insights.blackcoffer.com/business-analytics-textile-industry/,0.117,0.016,0.759392787,0.000153403,34.68,0.491349481,14.06853979,34.68,426,867,2.753171857,136,8.151095732
155,https://insights.blackcoffer.com/big-data-marketing-reality/,0.104,0.027,0.587781773,0.000272349,15.03125,0.35966736,6.156366944,15.03125,173,481,2.347193347,91,7.382536383
156,https://insights.blackcoffer.com/understanding-millennial-market/,0.091,0.073,0.109755428,0.000486647,24.07142857,0.326409496,9.759135227,24.07142857,110,337,2.169139466,38,7.198813056
157,https://insights.blackcoffer.com/analytics-helping-fashion-e-tailers-develop-markets-developing-countries/,0.112,0.007,0.882345527,0.000332402,11.93333333,0.44972067,4.953221601,11.93333333,161,358,2.55027933,49,7.634078212
158,https://insights.blackcoffer.com/big-data-analytics-change-healthcare-developing-countries/,0.152,0.049,0.512435262,0.00036413,20.44444444,0.376811594,8.328502415,20.44444444,208,552,2.413043478,58,7.512681159
159,https://insights.blackcoffer.com/big-data-analytics-help-voters-know-political-leaders/,0.087,0.01,0.793806249,0.000293939,15,0.387878788,6.155151515,15,128,330,2.390909091,44,7.245454545
160,https://insights.blackcoffer.com/digital-transformation-oil-gas/,0.087,0.028,0.513039017,0.000180251,17.72222222,0.476489028,7.2794845,17.72222222,304,638,2.609717868,74,7.800940439
161,https://insights.blackcoffer.com/data-analytics-reduce-cost-production/,0.217,0.016,0.862657242,0.000534404,25.64705882,0.403669725,10.42029142,25.64705882,176,436,2.309633028,63,6.905963303
162,https://insights.blackcoffer.com/gaining-insights-internal-data-retail/,0.13,0.032,0.604934537,0.000468208,19.22222222,0.442196532,7.865767502,19.22222222,153,346,2.5,44,7.462427746
163,https://insights.blackcoffer.com/role-big-data-cyber-security/,0.181,0.075,0.414060883,0.000557734,28.6875,0.507625272,11.67805011,28.6875,233,459,2.738562092,44,7.823529412
164,https://insights.blackcoffer.com/role-big-data-healthcare/,0.165,0.082,0.336031028,0.000346424,15.5,0.434782609,6.373913043,15.5,310,713,2.551192146,68,7.786816269
165,https://insights.blackcoffer.com/data-driven-dashboards/,0.073,0.026,0.474742679,0.000214286,13.58823529,0.359307359,5.579017061,13.58823529,166,462,2.461038961,79,7.727272727
166,https://insights.blackcoffer.com/role-big-data-academia/,0.087,0.028,0.513039017,0.000150327,15.9375,0.349019608,6.514607843,15.9375,267,765,2.390849673,128,7.411764706
167,https://insights.blackcoffer.com/sales-forecasting-in-retail/,0.09,0.041,0.374042946,0.000200613,16.325,0.375191424,6.68007657,16.325,245,653,2.388973966,88,7.416539051
168,https://insights.blackcoffer.com/detect-data-exfiltration-over-the-network/,0.121,0.097,0.110091238,0.00034992,11.75471698,0.401284109,4.862400436,11.75471698,250,623,2.455858748,76,7.306581059
169,https://insights.blackcoffer.com/data-exfiltration/,0.031,0.051,-0.243899465,0.000286713,13,0.412587413,5.365034965,13,118,286,2.451048951,53,7.657342657
170,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0.112,0.038,0.493330044,0.000243112,19.28125,0.299837925,7.83243517,19.28125,185,617,2.26904376,79,7.280388979
